datadate,gvkey,gvkeyx,isin,from,thru,conm,cshtrd,prccd,divd,curcdd,exchg,fic,gind,iid,secstat,trfd
2019-07-03,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,15423270.0,6.932,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-03,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,1745102.0,29.455,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-03,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,5455949.0,15.366,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-03,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.0,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-03,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,15.404,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-03,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,22.2,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-03,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,7037793.0,9.856,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-03,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2079075.0,62.58,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-03,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,403141.0,108.55,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-03,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,110073.0,214.3,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-03,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,149017.0,83.85,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-04,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,100.0,15.946,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-04,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,22.4,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-04,100953,150095,DE0007037129,1988-07-31,,RWE AG,2554791.0,22.87,,EUR,171.0,DEU,551030,01W,A,2.83437925
2019-07-04,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,322249.0,108.15,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-04,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,1792842.0,29.68,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-04,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,1000.0,30.0,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-04,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,53573.0,214.7,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-04,017436,150095,DE000BASF111,1988-07-31,,BASF SE,1661051.0,62.68,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-04,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,11164630.0,7.002,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-04,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,1059380.0,105.54,,EUR,171.0,DEU,201050,01W,A,2.25357673
2019-07-04,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,5272942.0,15.52,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-04,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.6,,EUR,257.0,DEU,352020,90W,A,1.11826073
2019-07-04,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,71606.0,57.1,,EUR,171.0,DEU,251020,02W,A,2.18797551
2019-07-04,015576,150095,BRDBAGBDR008,1988-07-31,,DEUTSCHE BANK AG,,29.275,,BRL,243.0,DEU,402030,90W,A,1.01723868
2019-07-04,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,4788996.0,9.8,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-04,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,3483341.0,16.154,,EUR,171.0,DEU,453010,01W,A,1.1625003
2019-07-04,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,21.2,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-04,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,321899.0,129.8,,EUR,171.0,DEU,402030,01W,A,1.67435469
2019-07-04,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.11403045
2019-07-04,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,275528.0,70.7,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-04,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,242529.0,227.7,,EUR,171.0,DEU,403010,01W,A,2.14455534
2019-07-04,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,784.0,15.3,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-04,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1641200.0,67.11,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-04,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,1834881.0,60.92,,EUR,171.0,DEU,352020,01W,A,3.03018446
2019-07-04,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,237588.0,95.52,,EUR,171.0,DEU,352020,01W,A,1.57716522
2019-07-04,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,159155.0,84.5,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-04,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,292727.0,278.25,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-04,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,452080.0,124.8,,EUR,171.0,DEU,251010,01W,A,1.76435939
2019-07-04,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,428464.0,178.75,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-04,103487,150095,DE0007164600,1995-12-31,,SAP SE,1195658.0,123.76,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-04,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,20.8,,EUR,257.0,DEU,303010,90W,A,1.14588946
2019-07-04,100953,150095,DE0007037145,1988-07-31,,RWE AG,,21.75,,EUR,171.0,DEU,551030,03W,A,3.44375275
2019-07-04,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,837735.0,43.85,,EUR,154.0,DEU,151010,01W,A,1.11696718
2019-07-04,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,1827098.0,49.035,,EUR,171.0,DEU,251020,01W,A,3.07728509
2019-07-04,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,458458.0,217.2,,EUR,171.0,DEU,403010,01W,A,2.13007942
2019-07-04,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,526289.0,154.64,,EUR,171.0,DEU,251020,02W,A,2.29978629
2019-07-04,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,2936299.0,15.37,,EUR,171.0,DEU,203020,01W,A,2.00482748
2019-07-04,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,499183.0,153.95,,EUR,171.0,DEU,451020,01W,A,1.06329262
2019-07-04,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,561055.0,70.54,,EUR,171.0,DEU,151020,01W,A,1.54011669
2019-07-04,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,65562.0,157.75,,EUR,171.0,DEU,251020,01W,A,1.91088597
2019-07-04,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1294223.0,44.79,,EUR,171.0,DEU,601020,01W,A,1.20423331
2019-07-04,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,839254.0,48.13,,EUR,171.0,DEU,351020,01W,A,1.39602499
2019-07-04,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,491002.0,91.12,,EUR,171.0,DEU,303010,01W,A,1.90265619
2019-07-05,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,585164.0,154.6,,EUR,171.0,DEU,251020,02W,A,2.29978629
2019-07-05,100953,150095,DE0007037145,1988-07-31,,RWE AG,,21.75,,EUR,171.0,DEU,551030,03W,A,3.44375275
2019-07-05,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1066351.0,44.15,,EUR,171.0,DEU,601020,01W,A,1.20423331
2019-07-05,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,3488335.0,15.325,,EUR,171.0,DEU,203020,01W,A,2.00482748
2019-07-05,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,20.8,,EUR,257.0,DEU,303010,90W,A,1.14588946
2019-07-05,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,954432.0,68.8,,EUR,171.0,DEU,151020,01W,A,1.54011669
2019-07-05,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,1195450.0,47.765,,EUR,171.0,DEU,351020,01W,A,1.39602499
2019-07-05,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,668024.0,151.9,,EUR,171.0,DEU,451020,01W,A,1.06329262
2019-07-05,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,748042.0,217.15,,EUR,171.0,DEU,403010,01W,A,2.13007942
2019-07-05,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,1858057.0,49.12,,EUR,171.0,DEU,251020,01W,A,3.07728509
2019-07-05,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,490433.0,91.2,,EUR,171.0,DEU,303010,01W,A,1.90265619
2019-07-05,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,55833.0,156.9,,EUR,171.0,DEU,251020,01W,A,1.91088597
2019-07-05,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,1920787.0,29.59,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-05,100953,150095,DE0007037129,1988-07-31,,RWE AG,3556261.0,22.92,,EUR,171.0,DEU,551030,01W,A,2.83437925
2019-07-05,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,22.4,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-05,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,308813.0,107.35,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-05,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2377733.0,62.56,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-05,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,50.0,15.456,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-05,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,80152.0,213.5,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-05,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.8,,EUR,257.0,DEU,352020,90W,A,1.11826073
2019-07-05,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,6434241.0,15.46,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-05,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,3164871.0,102.44,,EUR,171.0,DEU,201050,01W,A,2.25357673
2019-07-05,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,23078300.0,7.175,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-05,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,1160215.0,43.22,,EUR,154.0,DEU,151010,01W,A,1.11696718
2019-07-05,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.2,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-05,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,478465.0,128.5,,EUR,171.0,DEU,402030,01W,A,1.67435469
2019-07-05,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,322685.0,95.02,,EUR,171.0,DEU,352020,01W,A,1.57716522
2019-07-05,103487,150095,DE0007164600,1995-12-31,,SAP SE,2056605.0,122.82,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-05,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,408706.0,124.66,,EUR,171.0,DEU,251010,01W,A,1.76435939
2019-07-05,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,21.2,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-05,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,38949.0,57.1,,EUR,171.0,DEU,251020,02W,A,2.18797551
2019-07-05,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2037462.0,60.71,,EUR,171.0,DEU,352020,01W,A,3.03018446
2019-07-05,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,466495.0,277.15,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-05,015576,150095,BRDBAGBDR008,1988-07-31,,DEUTSCHE BANK AG,,30.655,,BRL,243.0,DEU,402030,90W,A,1.01723868
2019-07-05,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,375336.0,226.5,,EUR,171.0,DEU,403010,01W,A,2.14455534
2019-07-05,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.11403045
2019-07-05,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1332435.0,67.05,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-05,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,5867298.0,16.198,,EUR,171.0,DEU,453010,01W,A,1.1625003
2019-07-05,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,7648650.0,9.664,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-05,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,1760.0,15.3,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-05,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,57552.0,84.5,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-05,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,491632.0,71.06,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-05,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,728729.0,180.05,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-08,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,390099.0,70.48,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-08,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.11403045
2019-07-08,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,131797.0,57.2,,EUR,171.0,DEU,251020,02W,A,2.18797551
2019-07-08,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,348633.0,128.45,,EUR,171.0,DEU,402030,01W,A,1.67435469
2019-07-08,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2104359.0,60.03,,EUR,171.0,DEU,352020,01W,A,3.03018446
2019-07-08,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,121446.0,84.9,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-08,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,769149.0,154.8,,EUR,171.0,DEU,251020,02W,A,2.29978629
2019-07-08,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,424286.0,93.24,,EUR,171.0,DEU,352020,01W,A,1.57716522
2019-07-08,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,390710.0,227.5,,EUR,171.0,DEU,403010,01W,A,2.14455534
2019-07-08,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,20.8,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-08,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,380068.0,280.0,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-08,103487,150095,DE0007164600,1995-12-31,,SAP SE,1486343.0,123.2,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-08,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,453119.0,123.68,,EUR,171.0,DEU,251010,01W,A,1.76435939
2019-07-08,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,4686155.0,9.633,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-08,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,20.8,,EUR,257.0,DEU,303010,90W,A,1.14588946
2019-07-08,015576,150095,BRDBAGBDR008,1988-07-31,,DEUTSCHE BANK AG,,28.755,,BRL,243.0,DEU,402030,90W,A,1.01723868
2019-07-08,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,683904.0,180.6,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-08,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1091683.0,66.7,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-08,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,408.0,15.5,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-08,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,2597818.0,15.23,,EUR,171.0,DEU,203020,01W,A,2.00482748
2019-07-08,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,427850.0,91.04,,EUR,171.0,DEU,303010,01W,A,1.90265619
2019-07-08,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,678033.0,218.05,,EUR,171.0,DEU,403010,01W,A,2.13007942
2019-07-08,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,46305.0,157.05,,EUR,171.0,DEU,251020,01W,A,1.91088597
2019-07-08,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,679570.0,152.8,,EUR,171.0,DEU,451020,01W,A,1.06329262
2019-07-08,100953,150095,DE0007037145,1988-07-31,,RWE AG,,21.75,,EUR,171.0,DEU,551030,03W,A,3.44375275
2019-07-08,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,2559449.0,48.58,,EUR,171.0,DEU,251020,01W,A,3.07728509
2019-07-08,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,869675.0,68.32,,EUR,171.0,DEU,151020,01W,A,1.54011669
2019-07-08,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,1046638.0,47.465,,EUR,171.0,DEU,351020,01W,A,1.39602499
2019-07-08,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,880179.0,44.45,,EUR,171.0,DEU,601020,01W,A,1.20423331
2019-07-08,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,5629032.0,16.07,,EUR,171.0,DEU,453010,01W,A,1.1625003
2019-07-08,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,42539810.0,6.788,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-08,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.4,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-08,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,946420.0,42.92,,EUR,154.0,DEU,151010,01W,A,1.11696718
2019-07-08,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,4254295.0,15.448,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-08,100953,150095,DE0007037129,1988-07-31,,RWE AG,2828493.0,22.87,,EUR,171.0,DEU,551030,01W,A,2.83437925
2019-07-08,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,22.4,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-08,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,234436.0,107.5,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-08,017436,150095,DE000BASF111,1988-07-31,,BASF SE,1856960.0,62.59,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-08,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.4,,EUR,257.0,DEU,352020,90W,A,1.11826073
2019-07-08,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,5.0,15.886,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-08,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,74868.0,213.5,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-08,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2065987.0,101.48,,EUR,171.0,DEU,201050,01W,A,2.25357673
2019-07-08,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,1489337.0,29.505,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-09,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2635562.0,101.3,,EUR,171.0,DEU,201050,01W,A,2.25357673
2019-07-09,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,457857.0,106.65,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-09,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,21.8,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-09,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.2,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-09,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,85117.0,213.8,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-09,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,6123315.0,15.46,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-09,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,2749396.0,41.59,,EUR,154.0,DEU,151010,01W,A,1.11696718
2019-07-09,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,15.38,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-09,100953,150095,DE0007037129,1988-07-31,,RWE AG,2740750.0,22.75,,EUR,171.0,DEU,551030,01W,A,2.83437925
2019-07-09,017436,150095,DE000BASF111,1988-07-31,,BASF SE,8896331.0,60.51,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-09,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,27256410.0,6.505,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-09,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,2999129.0,29.24,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-09,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,412443.0,128.35,,EUR,171.0,DEU,402030,01W,A,1.67435469
2019-07-09,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,954106.0,153.96,,EUR,171.0,DEU,251020,02W,A,2.29978629
2019-07-09,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.3,,EUR,257.0,DEU,352020,90W,A,1.11826073
2019-07-09,015576,150095,BRDBAGBDR008,1988-07-31,,DEUTSCHE BANK AG,,28.755,,BRL,243.0,DEU,402030,90W,A,1.01723868
2019-07-09,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,808138.0,179.65,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-09,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,85211.0,56.5,,EUR,171.0,DEU,251020,02W,A,2.18797551
2019-07-09,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,426094.0,92.94,,EUR,171.0,DEU,352020,01W,A,1.57716522
2019-07-09,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,6457650.0,9.67,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-09,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,172756.0,81.75,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-09,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,3404371.0,59.8,,EUR,171.0,DEU,352020,01W,A,3.03018446
2019-07-09,103487,150095,DE0007164600,1995-12-31,,SAP SE,2134639.0,123.0,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-09,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,20.0,,EUR,257.0,DEU,303010,90W,A,1.14588946
2019-07-09,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,21.0,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-09,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1823803.0,66.17,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-09,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,466173.0,281.7,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-09,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.11403045
2019-07-09,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,1267916.0,120.06,,EUR,171.0,DEU,251010,01W,A,1.76435939
2019-07-09,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,1823780.0,66.64,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-09,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,650.0,15.0,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-09,100953,150095,DE0007037145,1988-07-31,,RWE AG,,21.75,,EUR,171.0,DEU,551030,03W,A,3.44375275
2019-07-09,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,1220870.0,66.86,,EUR,171.0,DEU,151020,01W,A,1.54011669
2019-07-09,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,928230.0,218.15,,EUR,171.0,DEU,403010,01W,A,2.13007942
2019-07-09,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,72717.0,156.0,,EUR,171.0,DEU,251020,01W,A,1.91088597
2019-07-09,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,2402584.0,45.84,,EUR,171.0,DEU,351020,01W,A,1.39602499
2019-07-09,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,950888.0,149.35,,EUR,171.0,DEU,451020,01W,A,1.06329262
2019-07-09,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,5413580.0,14.925,,EUR,171.0,DEU,203020,01W,A,2.00482748
2019-07-09,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,403048.0,227.2,,EUR,171.0,DEU,403010,01W,A,2.14455534
2019-07-09,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,1340919.0,88.34,,EUR,171.0,DEU,303010,01W,A,1.90265619
2019-07-09,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,6027672.0,15.688,,EUR,171.0,DEU,453010,01W,A,1.1625003
2019-07-09,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,3626031.0,47.77,,EUR,171.0,DEU,251020,01W,A,3.07728509
